meter_id,meter_name,meter_site_identifier,meter_site_name,arrondissement,latitude,longitude,total_hourly_countings,avg_hourly_countings,max_hourly_countings,n_records,first_count_date,last_count_date,avg_temperature,avg_precipitation,avg_weekday_countings,avg_weekend_countings,avg_weather_clear,avg_weather_heavy rain,avg_weather_light rain,avg_weather_snowfall,arrondissement_label,coverage_status,meters_vs_hourly_gap_pct,meter_vs_area_gap_pct,area_share_pct,meters_share_pct,hourly_share_pct,map_tooltip
100003098-101003098,106 avenue Denfert Rochereau NE-SO,100003098.0,106 avenue Denfert Rochereau,14,48.83507,2.33305,0,0.0,0,9883,2024-12-01,2026-01-18,11.947045132564257,0.08618700667880996,0.0,0.0,0.0,0.0,0.0,0.0,14e,Over-covered,3.9476049407200176,3.944257880687913,5.334092634776005,9.278350515463918,5.330745574743901,106 avenue Denfert Rochereau NE-SO | 14e | Over-covered
100006300-101006300,135 avenue Daumesnil SE-NO,100006300.0,135 avenue Daumesnil,12,48.843435,2.383378,643238,66.04764349522539,424,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,69.68774305055452,57.00858369098712,67.63242394978272,46.66860465116279,61.24837209302326,30.285714285714285,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,135 avenue Daumesnil SE-NO | 12e | Over-covered
100007049-101007049,28 boulevard Diderot O-E,100007049.0,28 boulevard Diderot,12,48.84613,2.37559,395538,40.41463165423521,235,9787,2024-12-01,2026-01-18,12.012691600245248,0.08678724708767627,45.27920309588649,28.33629893238434,40.98858995916407,33.64927536231884,38.754629629629626,22.142857142857142,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,28 boulevard Diderot O-E | 12e | Over-covered
100007049-102007049,28 boulevard Diderot E-O,100007049.0,28 boulevard Diderot,12,48.84613,2.37559,206694,21.11923980790845,167,9787,2024-12-01,2026-01-18,12.012691600245248,0.08678724708767627,20.86412498208399,21.752669039145907,20.859836656257507,23.098550724637683,22.56388888888889,19.257142857142856,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,28 boulevard Diderot E-O | 12e | Over-covered
100036718-103036718,39 quai François Mauriac SE-NO,100036718.0,39 quai François Mauriac,13,48.83436,2.377,683571,69.50391459074733,418,9835,2024-12-01,2026-01-18,11.979987797437461,0.08647549318690258,79.82527456853516,43.87960339943343,71.05627912534354,52.384393063583815,64.12834718374884,36.583333333333336,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,39 quai François Mauriac SE-NO | 13e | Over-covered
100036718-104036718,39 quai François Mauriac NO-SE,100036718.0,39 quai François Mauriac,13,48.83436,2.377,654676,66.56593797661414,378,9835,2024-12-01,2026-01-18,11.979987797437461,0.08647549318690258,76.0871487662245,42.928116147308785,68.11160234197634,50.947976878612714,60.65004616805171,35.75,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,39 quai François Mauriac NO-SE | 13e | Over-covered
100036719-103036719,18 quai de l'Hôtel de Ville SE-NO,100036719.0,18 quai de l'Hôtel de Ville,4,48.85372,2.35702,434016,44.34617349545315,523,9787,2024-12-01,2026-01-18,12.012691600245248,0.08678724708767627,46.23333811093593,39.66049822064057,45.576627432140285,30.307246376811595,40.212037037037035,17.485714285714284,4e,Under-covered,-2.4604625672463145,2.6051084548607033,1.518602885345482,4.123711340206185,6.5841739074525,18 quai de l'Hôtel de Ville SE-NO | 4e | Under-covered
100036719-104036719,18 quai de l'Hôtel de Ville NO-SE,100036719.0,18 quai de l'Hôtel de Ville,4,48.85372,2.35702,284480,29.067129866148974,263,9787,2024-12-01,2026-01-18,12.012691600245248,0.08678724708767627,32.04844489035402,21.664768683274023,29.639682920970454,22.008695652173913,27.47037037037037,12.17142857142857,4e,Under-covered,-2.4604625672463145,2.6051084548607033,1.518602885345482,4.123711340206185,6.5841739074525,18 quai de l'Hôtel de Ville NO-SE | 4e | Under-covered
100041488-101041488,27 boulevard Diderot E-O,100041488.0,27 boulevard Diderot,12,48.846099,2.375456,537985,55.46808949376224,377,9699,2024-12-01,2026-01-18,11.96014642194267,0.08540936275520726,63.039317721884935,36.63394462423589,56.83468375861652,40.77514792899408,50.39772727272727,28.62857142857143,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,27 boulevard Diderot E-O | 12e | Over-covered
100042374-109042374,Voie Georges Pompidou SO-NE,100042374.0,Voie Georges Pompidou,1,48.84837,2.27596,847445,87.01560735188417,943,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,99.63041912717846,55.69062947067239,90.67901979719942,50.94186046511628,71.98046511627906,38.31428571428572,1e,Over-covered,0.4739005667387972,2.38680929009229,1.7369020501138952,4.123711340206185,3.649810773467388,Voie Georges Pompidou SO-NE | 1e | Over-covered
100042374-110042374,Voie Georges Pompidou NE-SO,100042374.0,Voie Georges Pompidou,1,48.84837,2.27596,444843,45.67645548824314,408,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,53.56430937635028,26.089413447782547,47.177450507001446,34.11046511627907,38.61674418604651,21.571428571428573,1e,Over-covered,0.4739005667387972,2.38680929009229,1.7369020501138952,4.123711340206185,3.649810773467388,Voie Georges Pompidou NE-SO | 1e | Over-covered
